age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,y,test_control_flag,was_contacted
54,technician,married,university.degree,no,unknown,unknown,cellular,11,mon,56.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,management,divorced,university.degree,no,unknown,unknown,telephone,11,mon,77.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,blue-collar,married,basic.9y,no,yes,no,cellular,11,mon,160.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,self-employed,single,university.degree,no,no,no,cellular,11,mon,406.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
47,admin.,divorced,professional.course,no,no,no,cellular,11,mon,104.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
54,admin.,married,basic.9y,no,yes,yes,cellular,11,mon,167.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,admin.,married,high.school,no,no,no,cellular,11,mon,64.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,blue-collar,married,basic.9y,unknown,yes,no,cellular,11,mon,499.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,technician,married,professional.course,no,no,no,cellular,11,mon,64.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,blue-collar,married,high.school,no,yes,no,cellular,11,mon,107.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,technician,married,professional.course,no,no,no,cellular,11,mon,251.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,admin.,married,high.school,no,no,no,cellular,11,mon,504.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
42,technician,married,professional.course,no,yes,yes,telephone,11,mon,215.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,admin.,married,high.school,no,yes,no,cellular,11,mon,622.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,services,married,high.school,no,no,yes,cellular,11,mon,181.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,services,married,high.school,no,no,no,cellular,11,mon,166.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
47,retired,married,high.school,no,yes,no,cellular,11,mon,240.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,admin.,single,high.school,no,yes,no,cellular,11,mon,92.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,single,high.school,no,yes,no,cellular,11,mon,124.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
58,management,divorced,university.degree,no,yes,no,cellular,11,mon,48.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
40,admin.,single,high.school,unknown,no,yes,telephone,11,mon,14.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
54,admin.,married,high.school,no,yes,no,cellular,11,mon,287.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
38,technician,single,professional.course,no,yes,no,cellular,11,mon,253.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,married,high.school,no,yes,no,cellular,11,mon,131.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,technician,married,university.degree,no,yes,no,cellular,11,mon,352.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,married,university.degree,no,no,no,cellular,11,mon,62.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,married,university.degree,no,yes,no,cellular,11,mon,120.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
38,technician,married,professional.course,no,yes,no,cellular,11,mon,240.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,married,university.degree,no,yes,no,cellular,11,mon,375.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,blue-collar,married,basic.9y,no,no,yes,cellular,11,mon,131.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
38,blue-collar,married,basic.4y,no,yes,no,cellular,11,mon,117.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
33,admin.,divorced,university.degree,no,yes,no,cellular,11,mon,76.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,blue-collar,married,high.school,no,no,no,cellular,11,mon,348.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
47,admin.,divorced,university.degree,unknown,no,no,cellular,11,mon,213.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,self-employed,single,university.degree,no,yes,no,cellular,11,mon,200.0,2.0,4,1,success,-0.1,93.2,-42.0,0,campaign group,1
47,management,married,university.degree,no,no,no,cellular,11,mon,135.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,blue-collar,married,basic.9y,no,yes,yes,telephone,11,mon,44.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
38,technician,married,professional.course,no,yes,no,cellular,11,mon,70.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,unemployed,divorced,high.school,no,no,no,cellular,11,mon,166.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
32,admin.,divorced,high.school,no,yes,no,cellular,11,mon,134.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
29,admin.,married,high.school,no,yes,yes,cellular,11,mon,58.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
55,blue-collar,married,basic.9y,no,yes,no,cellular,11,mon,277.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
45,unemployed,married,basic.9y,no,yes,no,cellular,11,mon,554.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
31,self-employed,single,university.degree,no,yes,yes,cellular,11,mon,182.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
52,self-employed,married,university.degree,unknown,no,no,cellular,11,mon,96.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,admin.,married,high.school,unknown,no,no,cellular,11,mon,76.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,admin.,married,university.degree,no,yes,no,cellular,11,mon,139.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
46,self-employed,married,university.degree,no,yes,no,cellular,11,mon,581.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,housemaid,married,university.degree,no,no,no,cellular,11,mon,53.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
44,technician,single,university.degree,no,no,no,cellular,11,mon,396.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
47,management,divorced,university.degree,no,yes,no,cellular,11,mon,131.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
31,management,married,university.degree,no,no,no,cellular,11,mon,369.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,services,married,basic.4y,no,yes,yes,cellular,11,mon,111.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
31,technician,single,high.school,no,no,no,cellular,11,mon,44.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
30,admin.,divorced,university.degree,no,no,no,telephone,11,mon,48.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
35,management,married,university.degree,no,no,no,cellular,11,mon,146.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
39,unemployed,married,university.degree,unknown,yes,no,cellular,11,mon,74.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
46,entrepreneur,married,university.degree,no,unknown,unknown,cellular,11,mon,254.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
35,technician,married,professional.course,no,yes,no,cellular,11,mon,115.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
52,services,divorced,high.school,unknown,yes,no,cellular,11,mon,734.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
34,admin.,married,high.school,no,yes,yes,cellular,11,mon,56.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
54,housemaid,single,basic.9y,unknown,no,no,cellular,11,mon,158.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
56,services,married,high.school,no,yes,no,cellular,11,mon,578.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
34,admin.,married,high.school,no,yes,no,cellular,11,mon,355.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
55,admin.,married,high.school,unknown,yes,no,cellular,11,mon,147.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
45,management,married,university.degree,no,yes,yes,cellular,11,mon,789.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
32,management,single,university.degree,no,yes,yes,cellular,11,mon,66.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
50,blue-collar,married,basic.6y,no,yes,no,cellular,11,mon,116.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
55,services,married,high.school,no,yes,no,cellular,11,mon,40.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,admin.,married,high.school,no,yes,no,cellular,11,mon,88.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,married,university.degree,no,yes,no,cellular,11,mon,65.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
46,entrepreneur,married,basic.4y,no,yes,no,cellular,11,mon,48.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,self-employed,married,basic.9y,unknown,no,no,cellular,11,mon,48.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
35,admin.,married,university.degree,no,no,no,cellular,11,mon,747.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,technician,married,high.school,no,yes,no,cellular,11,mon,171.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
39,management,single,basic.9y,no,yes,no,cellular,11,mon,590.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
38,entrepreneur,married,basic.9y,no,yes,no,cellular,11,mon,136.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,divorced,high.school,no,yes,no,cellular,11,mon,70.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,divorced,high.school,no,yes,no,telephone,11,mon,124.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
38,entrepreneur,married,basic.9y,no,yes,no,cellular,11,mon,555.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,married,university.degree,no,no,no,cellular,11,mon,226.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,admin.,single,high.school,no,yes,no,cellular,11,mon,333.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
58,self-employed,married,university.degree,no,no,no,cellular,11,mon,224.0,2.0,999,1,failure,-0.1,93.2,-42.0,1,campaign group,0
37,services,single,basic.9y,no,yes,no,cellular,11,mon,283.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
51,admin.,married,high.school,no,yes,no,cellular,11,mon,326.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
40,admin.,single,high.school,unknown,unknown,unknown,cellular,11,mon,421.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,admin.,divorced,high.school,no,unknown,unknown,cellular,11,mon,295.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
34,entrepreneur,single,university.degree,no,yes,no,cellular,11,mon,113.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
35,blue-collar,married,basic.9y,no,yes,no,cellular,11,mon,101.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
48,entrepreneur,married,university.degree,unknown,yes,no,cellular,11,mon,694.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,entrepreneur,married,university.degree,no,yes,yes,cellular,11,mon,78.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
50,admin.,divorced,university.degree,no,yes,no,telephone,11,mon,609.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
31,admin.,married,high.school,no,yes,no,telephone,11,mon,673.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,blue-collar,married,basic.9y,no,no,no,cellular,11,mon,1091.0,2.0,5,1,success,-0.1,93.2,-42.0,1,campaign group,1
36,technician,single,professional.course,no,no,no,cellular,11,mon,85.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
31,housemaid,married,high.school,unknown,no,no,cellular,11,mon,165.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,services,married,high.school,no,yes,no,cellular,11,mon,193.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
33,blue-collar,married,basic.9y,no,yes,no,telephone,11,mon,309.0,3.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
46,blue-collar,married,basic.9y,no,yes,no,cellular,11,mon,130.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
37,entrepreneur,married,university.degree,unknown,yes,no,cellular,11,mon,151.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
38,management,married,university.degree,no,no,no,cellular,11,mon,221.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
57,blue-collar,divorced,basic.9y,no,no,no,cellular,11,mon,117.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
40,entrepreneur,married,basic.9y,no,yes,no,cellular,11,mon,69.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,admin.,married,university.degree,no,yes,no,telephone,11,mon,1735.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
57,retired,married,university.degree,no,yes,yes,cellular,11,mon,1132.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
49,management,married,university.degree,no,yes,yes,cellular,11,mon,308.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
48,technician,married,professional.course,no,yes,no,cellular,11,mon,156.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
52,management,married,university.degree,no,no,no,telephone,11,mon,127.0,4.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
46,entrepreneur,married,basic.4y,no,yes,no,cellular,11,mon,333.0,2.0,999,1,failure,-0.1,93.2,-42.0,1,campaign group,0
52,entrepreneur,single,university.degree,unknown,yes,no,cellular,11,mon,77.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,blue-collar,married,professional.course,no,yes,yes,cellular,11,mon,212.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
52,retired,married,university.degree,no,yes,yes,telephone,11,mon,215.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,management,married,university.degree,unknown,yes,no,cellular,11,mon,536.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
39,blue-collar,married,basic.9y,no,yes,no,cellular,11,mon,57.0,4.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
31,self-employed,single,university.degree,no,yes,no,cellular,11,mon,113.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
31,services,divorced,high.school,no,no,no,telephone,11,mon,107.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
37,management,married,high.school,no,yes,no,telephone,11,mon,188.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
52,entrepreneur,married,university.degree,no,yes,no,cellular,11,mon,85.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
50,entrepreneur,married,university.degree,unknown,yes,no,cellular,11,mon,595.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
35,admin.,married,high.school,no,yes,no,cellular,11,mon,140.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
41,technician,married,university.degree,no,no,no,cellular,11,mon,149.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
46,services,married,high.school,no,yes,no,cellular,11,mon,966.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
30,admin.,married,university.degree,no,no,no,cellular,11,mon,329.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
44,admin.,married,professional.course,no,no,no,cellular,11,mon,200.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
53,entrepreneur,divorced,university.degree,no,no,no,cellular,11,mon,179.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,entrepreneur,divorced,university.degree,no,yes,no,cellular,11,mon,68.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,entrepreneur,divorced,university.degree,no,yes,no,cellular,11,mon,107.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
53,entrepreneur,divorced,university.degree,no,no,no,telephone,11,mon,247.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
45,blue-collar,divorced,basic.9y,unknown,no,no,cellular,11,mon,220.0,4.0,999,1,failure,-0.1,93.2,-42.0,1,campaign group,0
35,admin.,married,university.degree,no,yes,no,cellular,11,mon,211.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
57,technician,divorced,professional.course,no,yes,no,cellular,11,mon,181.0,4.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,admin.,married,university.degree,no,yes,no,cellular,11,mon,414.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
52,services,divorced,high.school,unknown,yes,yes,cellular,11,mon,652.0,2.0,999,1,failure,-0.1,93.2,-42.0,1,campaign group,0
37,entrepreneur,married,basic.9y,unknown,no,no,telephone,11,mon,210.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
48,services,married,basic.9y,unknown,yes,no,cellular,11,mon,301.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
41,management,married,basic.6y,unknown,yes,no,cellular,11,mon,264.0,4.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
37,entrepreneur,married,university.degree,unknown,yes,no,telephone,11,mon,215.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
40,blue-collar,married,basic.6y,no,yes,no,cellular,11,mon,108.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
37,entrepreneur,married,university.degree,unknown,yes,no,telephone,11,mon,17.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
37,entrepreneur,married,university.degree,unknown,no,no,cellular,11,mon,454.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
50,entrepreneur,married,university.degree,no,yes,no,cellular,11,mon,92.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
33,technician,single,university.degree,no,no,no,telephone,11,mon,293.0,5.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
37,entrepreneur,married,university.degree,unknown,yes,no,cellular,11,mon,1012.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
50,technician,married,professional.course,no,no,yes,cellular,11,tue,166.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
50,technician,married,professional.course,no,unknown,unknown,cellular,11,tue,336.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
34,admin.,married,high.school,no,no,no,cellular,11,tue,105.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
51,admin.,married,university.degree,no,no,no,cellular,11,tue,143.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
34,admin.,divorced,university.degree,no,no,no,cellular,11,tue,41.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
35,technician,divorced,professional.course,unknown,no,no,cellular,11,tue,143.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
41,services,single,professional.course,no,yes,no,cellular,11,tue,41.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,management,married,professional.course,no,yes,no,cellular,11,tue,99.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
49,admin.,divorced,basic.6y,no,no,no,cellular,11,tue,295.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
56,retired,married,basic.4y,no,no,no,cellular,11,tue,79.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
31,technician,married,university.degree,no,unknown,unknown,cellular,11,tue,104.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
31,admin.,married,university.degree,no,yes,yes,cellular,11,tue,64.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,blue-collar,married,basic.9y,no,yes,no,cellular,11,tue,326.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,blue-collar,married,basic.9y,no,no,no,cellular,11,tue,465.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
54,admin.,single,university.degree,no,yes,no,cellular,11,tue,119.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
41,services,married,university.degree,no,yes,no,cellular,11,tue,140.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
36,blue-collar,married,basic.9y,no,yes,yes,cellular,11,tue,130.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
57,management,married,university.degree,no,yes,no,cellular,11,tue,93.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
41,management,married,university.degree,no,yes,no,cellular,11,tue,176.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
50,technician,married,professional.course,no,yes,no,cellular,11,tue,1978.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
34,blue-collar,married,professional.course,no,no,no,cellular,11,tue,95.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
40,entrepreneur,married,basic.9y,no,no,no,telephone,11,tue,40.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
52,technician,married,basic.9y,no,yes,no,cellular,11,tue,54.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
41,entrepreneur,married,university.degree,no,yes,no,cellular,11,tue,854.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
37,technician,married,high.school,no,no,no,cellular,11,tue,39.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
53,self-employed,married,basic.4y,no,yes,no,cellular,11,tue,76.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,admin.,single,university.degree,no,no,no,cellular,11,tue,36.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
51,admin.,married,high.school,no,no,no,cellular,11,tue,132.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
34,technician,married,professional.course,no,yes,no,cellular,11,tue,333.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
51,admin.,married,high.school,no,no,yes,cellular,11,tue,271.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
30,admin.,single,university.degree,no,no,no,cellular,11,tue,55.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
35,unemployed,single,basic.6y,unknown,yes,no,cellular,11,tue,51.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
40,blue-collar,married,basic.9y,no,no,no,cellular,11,tue,71.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
51,blue-collar,married,basic.9y,unknown,yes,no,cellular,11,tue,62.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
32,blue-collar,married,basic.9y,no,yes,yes,cellular,11,tue,295.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
40,admin.,married,high.school,no,yes,no,cellular,11,tue,134.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
42,self-employed,divorced,university.degree,no,yes,no,cellular,11,tue,278.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
33,self-employed,married,university.degree,no,yes,no,cellular,11,tue,84.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
31,admin.,divorced,university.degree,no,yes,no,cellular,11,tue,346.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
51,admin.,married,university.degree,no,no,no,cellular,11,tue,104.0,2.0,1,1,success,-0.1,93.2,-42.0,0,campaign group,1
36,technician,divorced,high.school,no,no,no,cellular,11,tue,132.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
33,admin.,married,high.school,no,yes,no,cellular,11,tue,273.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
31,unemployed,married,high.school,yes,no,no,cellular,11,tue,111.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
46,blue-collar,married,basic.9y,no,no,no,cellular,11,tue,281.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
30,management,married,university.degree,no,yes,yes,cellular,11,tue,196.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
43,blue-collar,single,basic.4y,no,yes,no,cellular,11,tue,175.0,1.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
48,admin.,married,unknown,unknown,no,no,cellular,11,tue,319.0,2.0,999,1,failure,-0.1,93.2,-42.0,0,campaign group,0
56,technician,single,professional.course,no,yes,no,cellular,11,tue,635.0,5.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
39,services,married,high.school,no,yes,no,cellular,11,tue,107.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
49,entrepreneur,married,professional.course,unknown,no,no,cellular,11,tue,132.0,3.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
36,admin.,married,high.school,no,no,no,cellular,11,tue,141.0,2.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
48,services,married,high.school,no,yes,no,cellular,11,tue,835.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
39,self-employed,married,university.degree,no,yes,no,cellular,11,tue,95.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
33,admin.,married,university.degree,no,yes,no,cellular,11,tue,51.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,0,campaign group,0
30,technician,single,professional.course,no,no,yes,cellular,11,tue,835.0,1.0,999,0,nonexistent,-0.1,93.2,-42.0,1,campaign group,0
